           x      y      z   
    37.332    121.603      6.000
    39.267    107.019      5.000
    31.048      2.209      5.000
    41.925    122.983      5.000
    42.690     77.934      5.000
    33.288     70.080      6.000
    37.905    125.888      6.000
    23.822     61.367      5.000
    33.829     23.032      5.000
    22.668     39.358      6.000
    41.950    139.813      6.000
    41.500    106.989      5.000
    19.792     25.598      5.000
    28.405     48.831      6.000
    16.115     18.204      6.000
    31.465    109.962      6.000
    37.033     51.996      6.000
    28.102     73.163      7.000
    16.760    102.836      7.000
    31.480     66.814      6.000
    17.251    -89.417      6.000
    42.527    107.937      5.000
    31.187     -3.412      5.000
    44.132    121.308      5.000
    42.954     15.124      5.000
    18.354     31.423      6.000
    20.243   -127.834      6.000
    37.605   -150.882      8.000
    24.970    142.491      8.000
    36.777   -139.779      8.000
    23.826    138.053      8.000
    36.240   -148.145      8.000
    23.291    138.514      8.000
    38.347   -153.359      8.000
    24.841    142.627      8.000
    37.856   -151.508      8.000
    24.826    143.304      8.000
    36.465   -143.640      8.000
    23.389    140.976      8.000
    35.903   -147.535      8.000
    24.933    144.838      8.000
    36.845   -151.341      8.000
    24.438    142.270      8.000
    37.905   -148.395      8.000
    25.004    141.370      8.000
    37.510   -154.767      8.000
    24.106    141.970      8.000
    36.081   -143.812      8.000
    23.803    139.216      8.000
    38.042   -154.858      8.000
    24.899    142.371      8.000
    37.879   -151.893      8.000
    24.837    143.522      8.000
    37.933   -156.058      8.000
    24.874    142.896      8.000
    37.132   -157.027      8.000
    24.865    142.992      8.000
    36.505   -140.945      8.000
    22.915    138.579      8.000
    36.247   -146.520      8.000
    23.483    138.627      8.000
    36.668   -152.427      8.000
    23.847    138.960      8.000
    37.325   -157.473      8.000
    24.239    144.214      8.000
    35.231   -133.465      8.000
    25.127    141.161      8.000
    36.712   -133.888      8.000
    24.470    139.633      8.000
    37.406   -151.149      8.000
    23.607    141.491      8.000
    37.389   -142.078      8.000
    23.425    138.430      8.000
    37.535   -153.993      8.000
    24.995    142.746      8.000
    38.712   -153.466      8.000
    24.674    142.382      8.000
    37.481   -155.078      8.000
    25.041    144.718      8.000
    36.508   -150.941      8.000
    24.797    142.385      8.000
    36.866   -145.753      8.000
    25.147    141.704      8.000
    38.388   -145.487      8.000
    24.694    142.083      8.000
    37.818   -151.906      8.000
    24.671    142.833      8.000
    31.323    143.085      6.000
    32.016      9.495      6.000
    31.214    145.118      6.000
    32.043      7.328      6.000
    31.186    148.358      6.000
    33.035      9.690      6.000
    31.805    150.582      6.000
    32.375      9.482      6.000
    30.360    140.122      6.000
    31.711      7.396      6.000
    31.534    149.566      6.000
    32.464      9.535      6.000
    30.675    143.188      6.000
    32.534     11.105      6.000
    31.013    143.454      6.000
    33.226     10.452      6.000
    31.615    150.523      6.000
    31.990      8.752      6.000
    31.170    150.814      6.000
    32.411      8.344      6.000
    31.856    147.484      6.000
    32.954      9.184      6.000
    32.605    148.221      6.000
    32.597     10.334      6.000
    31.161    147.128      6.000
    31.539      9.843      6.000
    32.216    149.543      6.000
    32.745      9.950      6.000
    32.151    152.348      6.000
    32.961      9.651      6.000
    31.219    147.001      6.000
    31.944     13.165      6.000
    31.670    150.365      6.000
    32.274     10.129      6.000
    31.588    145.922      6.000
    32.167      8.548      6.000
    31.266    150.018      6.000
    31.914      8.723      6.000
    30.853    141.654      6.000
    31.853      8.154      6.000
    35.825     90.749      7.000
    43.778    -89.574      7.000
    37.231     80.427      7.000
    41.182   -130.942      7.000
    35.295     93.427      7.000
    43.727    -89.870      7.000
    35.503     87.401      7.000
    44.013    -85.002      7.000
    35.856     96.504      7.000
    42.936    -83.939      7.000
    35.269     86.062      7.000
    44.355    -87.971      7.000
    38.763    136.680      8.000
    42.427    -85.219      8.000
    34.946     98.556      7.000
    43.725    -88.001      7.000
    36.111     84.296      7.000
    44.353   -100.993      7.000
    35.857     83.582      7.000
    44.156    -95.562      7.000
    36.175     85.612      7.000
    43.591   -103.836      7.000
    35.558     88.605      7.000
    44.171    -89.168      7.000
    39.287    137.909      8.000
    42.899    -79.656      8.000
    35.666     83.021      7.000
    43.479    -91.932      7.000
    35.666     82.726      7.000
    43.082    -99.604      7.000
    38.386    135.467      8.000
    42.466    -81.286      8.000
    35.433     83.859      7.000
    43.935    -87.953      7.000
    36.428     89.289      7.000
    43.623    -95.369      7.000
    38.410    134.983      8.000
    42.915    -81.593      8.000
    36.184     83.055      7.000
    43.704   -106.326      7.000
    36.639   -113.704      8.000
    35.101   -127.597      8.000
    36.732   -114.164      8.000
    35.034   -125.765      8.000
    36.552   -119.956      8.000
    35.301   -122.491      8.000
    36.371   -111.076      8.000
    34.723   -126.072      8.000
    36.408   -112.890      8.000
    35.410   -122.913      8.000
    36.194   -111.434      8.000
    34.876   -125.207      8.000
    36.346   -111.931      8.000
    35.622   -118.511      8.000
    36.656   -128.571      8.000
    35.747   -121.778      8.000
    36.401   -110.009      8.000
    34.995   -129.330      8.000
    36.219   -111.609      8.000
    35.044   -127.153      8.000
    36.917   -125.498      8.000
    34.948   -131.032      8.000
    36.810   -122.008      8.000
    34.750   -128.735      8.000
    36.418   -105.010      8.000
    36.256   -117.758      8.000
    36.914   -117.984      8.000
    34.300   -125.786      8.000
    36.567   -121.978      8.000
    35.276   -124.147      8.000
    36.501   -127.864      8.000
    35.270   -119.876      8.000
    36.178   -104.039      8.000
    34.713   -128.758      8.000
