         x          y          z
    -84.54     -82.23       1.00
    -84.54     -60.65       1.00
    -84.49     -50.90       1.00
    -84.49      80.73       1.00
    -84.48    -145.18       1.00
    -84.48     -57.73       1.00
    -84.37    -175.05       1.00
    -84.37     -79.92       1.00
    -84.34     -66.77       1.00
    -84.34     -57.90       1.00
    -84.30     -82.31       1.00
    -84.30     -65.38       1.00
    -84.30    -119.19       1.00
    -84.30     -61.35       1.00
    -84.30     -68.02       1.00
    -84.30     -60.43       1.00
    -84.30     -93.01       1.00
    -84.30     -53.29       1.00
    -84.25     -96.64       1.00
    -84.25     -86.31       1.00
    -84.24     -60.30       1.00
    -84.24     -55.21       1.00
    -84.22     -53.29       1.00
    -84.22     -49.99       1.00
    -84.21    -158.02       1.00
    -84.21     -91.66       1.00
    -84.21     -53.85       1.00
    -84.21     -52.66       1.00
    -84.15     -68.37       1.00
    -84.15     -58.37       1.00
    -84.13    -173.58       1.00
    -84.13    -170.26       1.00
    -84.09    -174.93       1.00
    -84.09     -57.56       1.00
    -84.07    -130.40       1.00
    -84.07     -39.43       1.00
    -84.04    -138.11       1.00
    -84.04     -99.47       1.00
    -83.99     -78.15       1.00
    -83.99     -67.64       1.00
    -83.95    -172.52       1.00
    -83.95    -147.89       1.00
    -83.84    -133.28       1.00
    -83.84     -79.65       1.00
    -83.84     -70.15       1.00
    -83.84     -56.34       1.00
    -83.74    -157.85       1.00
    -83.74     -75.77       1.00
    -83.71     -80.26       1.00
    -83.71     -51.70       1.00
    -83.68     -69.73       1.00
    -83.68     -59.50       1.00
    -83.63    -131.09       1.00
    -83.63     -90.15       1.00
    -83.58     -61.30       1.00
    -83.58     -43.82       1.00
    -83.48     -61.39       1.00
    -83.48     -51.59       1.00
    -83.47     -54.14       1.00
    -83.47     -49.09       1.00
    -83.45     -68.71       1.00
    -83.45     -61.66       1.00
    -83.43     -92.40       1.00
    -83.43     -54.48       1.00
    -83.41     138.04       1.00
    -83.41     161.49       1.00
    -83.41     -79.81       1.00
    -83.41     -72.75       1.00
    -83.38    -169.90       1.00
    -83.38     -60.33       1.00
    -83.36     -84.93       1.00
    -83.36     -73.33       1.00
    -83.34     -75.93       1.00
    -83.34     -72.85       1.00
    -83.24     -55.08       1.00
    -83.24     -51.55       1.00
    -83.22    -173.19       1.00
    -83.22     -61.81       1.00
    -83.21     -63.56       1.00
    -83.21     -56.24       1.00
    -83.20     -91.30       1.00
    -83.20     -66.90       1.00
    -83.11     -84.57       1.00
    -83.11     -43.84       1.00
    -83.07     -87.74       1.00
    -83.07     -56.65       1.00
    -83.07     -54.52       1.00
    -83.07     -49.70       1.00
    -83.04     -80.71       1.00
    -83.04     -72.76       1.00
    -83.04     -57.79       1.00
    -83.04     166.52       1.00
    -83.03     -97.58       1.00
    -83.03     -41.30       1.00
    -83.02     -71.06       1.00
    -83.02     -69.67       1.00
    -82.99    -176.86       1.00
    -82.99    -171.29       1.00
    -82.97    -120.85       1.00
    -82.97     -61.58       1.00
    -82.88    -102.17       1.00
    -82.88     159.83       1.00
    -82.88     -87.03       1.00
    -82.88     -63.00       1.00
    -82.83     -76.69       1.00
    -82.83     -76.30       1.00
    -82.82    -179.68       1.00
    -82.82    -174.51       1.00
    -82.69    -104.17       1.00
    -82.69     105.21       1.00
    -82.69     -83.77       1.00
    -82.69     -65.43       1.00
    -82.67    -141.36       1.00
    -82.67     134.49       1.00
    -82.64     -65.86       1.00
    -82.64     -64.71       1.00
    -82.62     -56.01       1.00
    -82.62     -53.69       1.00
    -82.57     -86.17       1.00
    -82.57     -53.97       1.00
    -82.51    -170.31       1.00
    -82.51    -149.78       1.00
    -82.51     -59.44       1.00
    -82.51     -24.40       1.00
    -82.39     -67.23       1.00
    -82.39     -59.96       1.00
    -82.39     -87.69       1.00
    -82.39     -62.98       1.00
    -82.34     -84.69       1.00
    -82.34     -54.26       1.00
    -82.32     -64.62       1.00
    -82.32     -41.05       1.00
    -82.25    -140.71       1.00
    -82.25     -90.72       1.00
    -82.22    -168.85       1.00
    -82.22    -148.83       1.00
    -82.22     -75.48       1.00
    -82.22     -61.69       1.00
    -82.09     -81.38       1.00
    -82.09     -58.80       1.00
    -82.07     -81.48       1.00
    -82.07     -40.04       1.00
    -82.06     -84.94       1.00
    -82.06     -57.65       1.00
    -81.93     -84.56       1.00
    -81.93     -46.94       1.00
    -81.85     -60.10       1.00
    -81.85     -37.53       1.00
    -81.85     -95.06       1.00
    -81.85     -81.40       1.00
    -81.83     -76.01       1.00
    -81.83     -74.84       1.00
    -81.83    -163.36       1.00
    -81.83    -116.77       1.00
    -81.82    -105.15       1.00
    -81.82     -83.25       1.00
    -81.82     -52.35       1.00
    -81.82     -43.22       1.00
    -81.79    -168.44       1.00
    -81.79    -161.49       1.00
    -81.76     -71.20       1.00
    -81.76     -71.17       1.00
    -81.72    -171.89       1.00
    -81.72     179.05       1.00
    -81.65     -61.66       1.00
    -81.65     -43.80       1.00
