         x          y          z
    -80.00     -69.50       0.05
    -80.00     -68.00       0.05
    -80.00     -55.50       0.05
    -80.00     -53.00       0.10
    -80.00     125.50       0.05
    -80.00     178.00       0.05
    -79.50    -144.50       0.05
    -79.50    -120.00       0.05
    -79.50     -92.00       0.05
    -79.50     -65.50       0.05
    -79.50     -60.50       0.05
    -79.50       1.00       0.05
    -79.50      20.00       0.05
    -79.50      82.00       0.05
    -79.00    -115.00       0.05
    -79.00     -98.00       0.05
    -79.00     -90.50       0.05
    -79.00     -82.50       0.05
    -79.00     -78.50       0.10
    -79.00     -72.50       0.05
    -79.00     -53.50       0.05
    -79.00       4.50       0.05
    -79.00      18.50       0.05
    -79.00     102.00       0.05
    -79.00     120.50       0.05
    -78.50    -171.50       0.05
    -78.50    -117.50       0.05
    -78.50    -107.50       0.05
    -78.50    -101.50       0.05
    -78.50    -100.50       0.05
    -78.50    -100.00       0.05
    -78.50     -82.50       0.05
    -78.50     -81.00       0.05
    -78.50     -73.50       0.05
    -78.50     -73.00       0.05
    -78.50     -71.50       0.05
    -78.50     -69.50       0.05
    -78.50     -62.50       0.05
    -78.50     -59.00       0.05
    -78.50     -54.00       0.05
    -78.50      -2.50       0.05
    -78.50      22.00       0.05
    -78.50     145.00       0.05
    -78.00    -159.50       0.05
    -78.00    -152.50       0.05
    -78.00    -131.00       0.05
    -78.00    -114.00       0.05
    -78.00    -105.00       0.05
    -78.00    -104.50       0.05
    -78.00    -102.50       0.05
    -78.00    -102.00       0.05
    -78.00     -99.00       0.05
    -78.00     -97.00       0.05
    -78.00     -91.50       0.05
    -78.00     -86.00       0.05
    -78.00     -84.50       0.05
    -78.00     -83.00       0.05
    -78.00     -79.50       0.05
    -78.00     -75.00       0.05
    -78.00     -72.00       0.10
    -78.00     -71.50       0.05
    -78.00     -67.50       0.05
    -78.00     -64.00       0.05
    -78.00     -54.00       0.10
    -78.00     -47.00       0.05
    -78.00       0.50       0.05
    -78.00       3.50       0.05
    -78.00      16.50       0.05
    -78.00      18.50       0.05
    -78.00      99.50       0.05
    -78.00     113.00       0.05
    -77.50    -117.00       0.05
    -77.50    -111.50       0.05
    -77.50    -108.50       0.05
    -77.50    -105.50       0.05
    -77.50    -105.00       0.05
    -77.50    -100.50       0.05
    -77.50     -97.00       0.05
    -77.50     -96.50       0.05
    -77.50     -92.00       0.05
    -77.50     -86.00       0.05
    -77.50     -85.00       0.05
    -77.50     -81.00       0.05
    -77.50     -73.50       0.05
    -77.50     -73.00       0.05
    -77.50     -72.50       0.05
    -77.50     -72.00       0.05
    -77.50     -71.00       0.05
    -77.50     -70.00       0.05
    -77.50     -69.00       0.05
    -77.50     -68.00       0.05
    -77.50     -56.50       0.05
    -77.50     -56.00       0.05
    -77.50     -53.50       0.05
    -77.50     -44.50       0.05
    -77.50     -41.50       0.05
    -77.50     -39.50       0.05
    -77.50      -0.50       0.05
